Rank,Name,Keywords,Corr,pvalue,Signedcorrvalue,ID
2839,SB_TransitionMatrix_21_stddiag,"symbolic,transitionmat",0.201,1.531366100047807e-10,-0.201,1336
2840,SY_SlidingWindow_mom3_s5_10,stationarity,0.201,1.3897979271299764e-10,-0.201,656
2841,SY_SlidingWindow_ent_s5_2,stationarity,0.201,1.3275749950086458e-10,-0.201,610
2842,CO_glscf_2_2_4,"correlation,glscf",0.201,1.4248806266120865e-10,0.201,520
2843,CO_CompareMinAMI_std2_2_80_max,"correlation,AMI",0.201,1.3828454040989053e-10,0.201,483
2844,MF_CompareTestSets_y_ss_best_uniform_25_01_1_rmserr_median,"model,prediction,stationarity",0.200,1.625334447976327e-10,-0.200,7031
2845,MF_FitSubsegments_arsbc_uniform_25_01_sbcs_min,"model,prediction,arfit",0.200,1.6343554759783287e-10,-0.200,6938
2846,MF_steps_ahead_arma_3_1_6_ac1_3,"model,prediction",0.200,1.910833934303584e-10,0.200,6914
2847,PP_ModelFit_ar_2_rmserrrat_lf_02_d1,"preprocessing,trend",0.200,1.6478120312962572e-10,0.200,6825
2848,MS_shannon_2t10_3_medent,"entropy,mex",0.200,1.670094782398519e-10,-0.200,6748
2849,WL_cwt_sym2_32_stat_2_m_s,"wavelet,cwt",0.200,1.9497242804693964e-10,0.200,6463
2850,PP_Compare_rav10_swss5_2,"preprocessing,raw,stationarity",0.200,1.8085114587896438e-10,-0.200,6189
2851,NL_TSTL_PoincareSection_max_mi_pcross,"nonlinear,tstool",0.200,2.0278852849421333e-10,-0.200,5374
2852,SP_Summaries_pgram_hamm_wmax_75,FourierSpectrum,0.200,1.610100615636527e-10,-0.200,4358
2853,SC_FluctAnal_2_std_50_logi_logtausplit,scaling,0.200,1.8113947842466864e-10,0.200,4023
2854,SB_MotifTwo_mean_hhhh,"symbolic,motifs",0.200,1.861939889159034e-10,-0.200,3622
2855,FC_LocalSimple_lfit2_ac1,forecasting,0.200,1.754048041479875e-10,0.200,3154
2856,FC_LocalSimple_mean2_taures,forecasting,0.200,1.7754714978238648e-10,0.200,3066
2857,PH_Walker_prop_11_sw_minrat,trend,0.200,1.8352902257008262e-10,-0.200,2650
2858,FC_Surprise_T1_20_tau_m2quad_500_std,"information,symbolic",0.200,1.723108369250662e-10,-0.200,2552
2859,SB_TransitionpAlphabet_40_1_mineigfexp_r2,"symbolic,transitionmat",0.200,1.77838690053525e-10,0.200,1480
2860,SY_SlidingWindow_mom3_s2_10,stationarity,0.200,1.8724593788363698e-10,-0.200,653
2861,SY_SlidingWindow_s_sampen10_1,stationarity,0.200,1.6916405714850978e-10,-0.200,594
2862,CO_HistogramAMI_std1_5_1,"information,correlation,AMI",0.200,1.8193035842100694e-10,0.200,214
2863,MF_armax_1_1_05_1_AR_1,model,0.199,2.0038861001815827e-10,-0.199,7260
2864,MF_CompareTestSets_y_ar_best_uniform_25_01_1_stdrats_median,"model,prediction,arfit,stationarity",0.199,2.2368213391273666e-10,0.199,7027
2865,MF_steps_ahead_arma_3_1_6_rmserr_1,"model,prediction",0.199,2.2187799133482648e-10,-0.199,6906
2866,MF_steps_ahead_ar_best_6_rmserr_5,"model,prediction,arfit",0.199,1.993763221131828e-10,-0.199,6872
2867,WL_coeffs_db3_3_med_coeff,wavelet,0.199,2.3693247627590385e-10,-0.199,6510
2868,PP_Compare_medianf4_swss5_2,"preprocessing,raw,stationarity",0.199,2.438908327546109e-10,-0.199,6034
2869,SP_Summaries_fft_wmax_75,FourierSpectrum,0.199,1.9739653054205653e-10,-0.199,4606
2870,SB_MotifThree_diffquant_cccb,"symbolic,motifs",0.199,2.0843753255617554e-10,0.199,3892
2871,SB_MotifThree_quantile_cba,"symbolic,motifs",0.199,2.1964386661810544e-10,-0.199,3686
2872,SB_BinaryStats_diff_stdstretch1,"distribution,stationarity",0.199,2.1515950632726382e-10,0.199,3531
2873,DN_OutlierInclude_p_001_mfexpr2,"distribution,outliers",0.199,2.0757557724410738e-10,0.199,3312
2874,FC_LocalSimple_mean3_taures,forecasting,0.199,2.0557810564839515e-10,0.199,3076
2875,PH_Walker_momentum_5_w_momentumzcross,trend,0.199,2.323109776125573e-10,-0.199,2726
2876,FC_Surprise_T1_10_tau_m2quad_500_std,"information,symbolic",0.199,2.1868850725478972e-10,-0.199,2544
2877,FC_Surprise_dist_5_tau_m2quad_500_std,"information,symbolic",0.199,2.0265506915811084e-10,-0.199,2514
2878,SY_SpreadRandomLocal_50_100_meanstd,stationarity,0.199,2.38423582297708e-10,-0.199,2172
2879,IN_AutoMutualInfoStats_40_gaussian_ami2,"information,correlation,AMI",0.199,2.1922688687866645e-10,0.199,270
2880,MF_armax_1_1_05_1_p2_5,model,0.198,2.7685743269433595e-10,-0.198,7272
2881,MF_CompareAR_1_10_all_maxonmed,model,0.198,2.481385701803078e-10,0.198,7199
2882,NL_MS_nlpe_2_mi_dwts,"nonlinear,prediction,model",0.198,3.325257490557649e-10,-0.198,6681
2883,PP_Compare_resample_1_2_swss5_2,"preprocessing,raw,stationarity",0.198,2.7079374061202175e-10,-0.198,6220
2884,SD_TSTL_surrogates_mi_100_3_trev_normpatponmax,"nonlinear,tstool,correlation,surrogate",0.198,2.710643015767551e-10,-0.198,5705
2885,NL_TSTL_PoincareSection_max_1_pwithin05,"nonlinear,tstool",0.198,2.7112745626585833e-10,0.198,5491
2886,SP_Summaries_welch_rect_wmax_75,FourierSpectrum,0.198,2.7976409724712983e-10,-0.198,4482
2887,SP_Summaries_pgram_hamm_logarea_4_1,FourierSpectrum,0.198,2.715698111750898e-10,-0.198,4419
2888,SB_MotifThree_diffquant_bcbb,"symbolic,motifs",0.198,2.523303743400138e-10,-0.198,3862
2889,EX_MovingThreshold_01_01_meankickf,outliers,0.198,2.419055061169684e-10,-0.198,3489
2890,ST_LocalExtrema_l50_medianmax,"distribution,stationarity",0.198,2.591712301856663e-10,-0.198,3378
2891,PH_Walker_prop_11_sw_maxrat,trend,0.198,2.792968850560295e-10,-0.198,2651
2892,SY_SpreadRandomLocal_100_100_stdstd,stationarity,0.198,2.5225091188255554e-10,0.198,2196
2893,NW_VisibilityGraph_horiz_kac3,"network,visibilityGraph",0.198,2.474243518438787e-10,0.198,2088
2894,CO_Embed2_Dist_tau_d_expfit_nlogL,"correlation,embedding",0.198,2.473575420862453e-10,0.198,2022
2895,SY_LocalGlobal_iqr_l20,"stationarity,distribution",0.198,2.770777910879285e-10,0.198,803
2896,IN_AutoMutualInfoStats_40_gaussian_amiac1,"information,correlation,AMI",0.198,3.273823172969109e-10,0.198,323
2897,IN_AutoMutualInfoStats_40_gaussian_pcrossq90,"information,correlation,AMI",0.198,2.733988913009609e-10,-0.198,322
2898,MF_FitSubsegments_ar_2_uniform_25_01_a_1_min,"model,prediction",0.197,3.3158515866483633e-10,-0.197,6959
2899,PP_ModelFit_ar_2_rmserrrat_d2,"preprocessing,trend",0.197,3.2794547729459896e-10,0.197,6822
2900,MF_arfit_1_8_sbc_meantau,"modelfit,arfit",0.197,3.502602800367727e-10,0.197,6633
2901,SP_Summaries_welch_rect_fpoly2_r2,FourierSpectrum,0.197,3.4473471375284477e-10,-0.197,4492
2902,SC_FluctAnal_2_dfa_50_1_3_logi_ssr,scaling,0.197,3.0085897111966547e-10,0.197,4237
2903,SB_MotifThree_quantile_baab,"symbolic,motifs",0.197,3.5072731723245586e-10,-0.197,3721
2904,SB_MotifTwo_mean_uudd,"symbolic,motifs",0.197,3.0285591383718246e-10,-0.197,3618
2905,SB_MotifTwo_mean_uddu,"symbolic,motifs",0.197,3.0987779653115393e-10,-0.197,3615
2906,SB_BinaryStats_mean_stdstretch1,"distribution,stationarity",0.197,3.4709573069628024e-10,0.197,3542
2907,FC_LocalSimple_lfit3_ac1,forecasting,0.197,3.6630627634569976e-10,0.197,3164
2908,EN_Randomize_permute_ac3fexpa,"entropy,slow",0.197,3.442234620271226e-10,0.197,3016
2909,EN_Randomize_statdist_sampen2_015hp,"entropy,slow",0.197,3.429478253904667e-10,0.197,2908
2910,PH_Walker_momentum_5_sw_ansarib_pval,trend,0.197,3.285536341766454e-10,-0.197,2733
2911,PH_Walker_prop_05_w_max,trend,0.197,3.097576152450901e-10,0.197,2605
2912,SY_DynWin_stdskew,stationarity,0.197,3.2432312112093723e-10,-0.197,2130
2913,DN_RemovePoints_min_08_saturate_ac2diff,"correlation,outliers",0.197,3.5991506288066496e-10,-0.197,1807
2914,NL_TSTL_TakensEstimator_n1_005_005_1_3,"nonlinear,tstool,scaling,dimension",0.197,3.53806730277833e-10,-0.197,1023
2915,SY_SlidingWindow_s_ent10_10,stationarity,0.197,3.2498525543289633e-10,-0.197,605
2916,SY_SlidingWindow_s_ent10_1,stationarity,0.197,3.0278519392054723e-10,-0.197,603
2917,IN_AutoMutualInfoStats_40_gaussian_ami3,"information,correlation,AMI",0.197,3.839069785323822e-10,0.197,271
2918,MF_armax_2_2_05_1_MA_1,model,0.196,4.283463516906418e-10,0.196,7294
2919,MF_steps_ahead_arma_3_1_6_ac1_2,"model,prediction",0.196,4.06025205910786e-10,0.196,6911
2920,WL_coeffs_db3_5_max_coeff,wavelet,0.196,4.381825139821964e-10,0.196,6529
2921,WL_DetailCoeffs_db3_max_std_max,wavelet,0.196,3.841636709434004e-10,0.196,6477
2922,PP_Compare_resample_1_2_swss10_1,"preprocessing,raw,stationarity",0.196,4.513033587458241e-10,-0.196,6221
2923,SP_Summaries_fft_linfitloglog_lf_a2,FourierSpectrum,0.196,4.275114858364306e-10,-0.196,4633
2924,SP_Summaries_fft_fpoly2_r2,FourierSpectrum,0.196,4.3605930532773764e-10,-0.196,4616
2925,SP_Summaries_welch_rect_linfitloglog_lf_a2,FourierSpectrum,0.196,4.275114858364306e-10,-0.196,4509
2926,SP_Summaries_pgram_hamm_peakPower_2,FourierSpectrum,0.196,3.7155162148936765e-10,-0.196,4331
2927,SC_FluctAnal_2_dfa_50_1_2_logi_meanssr,scaling,0.196,3.809539312143973e-10,0.196,4218
2928,SC_FluctAnal_2_rsrange_50_logi_r2_linfitint,scaling,0.196,6.810785762410437e-10,0.196,4082
2929,SB_MotifThree_diffquant_baca,"symbolic,motifs",0.196,3.947921323124574e-10,-0.196,3846
2930,SB_MotifThree_diffquant_ca,"symbolic,motifs",0.196,4.4918371113194727e-10,-0.196,3781
2931,SB_MotifTwo_diff_udu,"symbolic,motifs",0.196,3.9122768998831225e-10,-0.196,3571
2932,FC_LocalSimple_lfit2_ac2,forecasting,0.196,4.2469870185006765e-10,0.196,3155
2933,PH_Walker_prop_01_sw_maxrat,trend,0.196,4.395495140304258e-10,0.196,2591
2934,SY_RangeEvolve_l50,stationarity,0.196,3.8800734183714925e-10,-0.196,2289
2935,CO_StickAngles_y_statav2_p_s,"correlation,stationarity",0.196,4.0576228986327544e-10,-0.196,1918
2936,CO_TranslateShape_circle_15_pts_ones,correlation,0.196,3.779140150329083e-10,-0.196,1844
2937,CO_CompareMinAMI_even_2_80_max,"correlation,AMI",0.196,4.0555801093682394e-10,0.196,472
2938,CO_HistogramAMI_std2_2_3,"information,correlation,AMI",0.196,4.079038559878699e-10,0.196,226
2939,AC_nl_113,"correlation,nonlinearautocorr",0.196,4.4324285660071976e-10,0.196,188
2940,AC_nl_135,"correlation,nonlinearautocorr",0.196,4.226460233246163e-10,0.196,147
2941,MF_hmm_CompareNStates_06_24_LLtestdiff1,"hmm,model",0.195,5.056701914338e-10,0.195,7581
2942,MF_StateSpace_n4sid_1_05_1_p5_5,model,0.195,4.916659726508959e-10,-0.195,7093
2943,MF_steps_ahead_ar_2_6_rmserr_4,"model,prediction",0.195,4.5268581740103047e-10,-0.195,6846
2944,WL_dwtcoeff_db3_5_noisestd_l3,"wavelet,dwt",0.195,5.281834657440364e-10,-0.195,6562
2945,NL_TSTL_PoincareSection_max_ac_minds,"nonlinear,tstool",0.195,5.904555339406839e-10,-0.195,5448
2946,MF_AR_arcov_4_a3,"model,fit",0.195,5.552501231210568e-10,0.195,3915
2947,SB_MotifThree_diffquant_bcac,"symbolic,motifs",0.195,4.751227567399777e-10,-0.195,3860
2948,ST_LocalExtrema_l100_minmaxonminabsmin,"distribution,stationarity",0.195,5.266568902543225e-10,-0.195,3396
2949,EN_SampEn_5_02_sampen4,"entropy,sampen",0.195,4.580296776236396e-10,-0.195,2783
2950,PH_Walker_prop_09_sw_minrat,trend,0.195,5.527702336302325e-10,0.195,2630
2951,PH_Walker_prop_05_sw_minrat,trend,0.195,4.842867858911544e-10,0.195,2610
2952,FC_Surprise_dist_100_4_udq_500_mean,"information,symbolic",0.195,5.432357074783419e-10,0.195,2422
2953,SY_SpreadRandomLocal_ac2_100_stdmean,stationarity,0.195,4.682937931404079e-10,0.195,2147
2954,SY_SpreadRandomLocal_ac2_100_meanac1,stationarity,0.195,5.163294423101475e-10,0.195,2144
2955,PD_PeriodicityWang_th1_sqrtN,"periodicity,spline",0.195,4.537687770347814e-10,0.195,1600
2956,CO_Embed2_Basic_1_parabdown01_n1,correlation,0.195,4.875216216924253e-10,-0.195,1554
2957,DK_crinkle_statistic,misc,0.195,5.11852187574787e-10,-0.195,1053
2958,SY_SlidingWindow_s_ent10_2,stationarity,0.195,4.881723293007877e-10,-0.195,604
2959,IN_AutoMutualInfoStats_40_kraskov1_4_stdami,"information,correlation,AMI",0.195,5.337904872578906e-10,0.195,365
2960,AC_nl_133,"correlation,nonlinearautocorr",0.195,4.5940503944812236e-10,0.195,190
2961,AC_nl_045,"correlation,nonlinearautocorr",0.195,5.133941172358702e-10,0.195,181
2962,MF_armax_2_2_05_1_p1_5,model,0.194,6.541333461093117e-10,0.194,7305
2963,NL_embed_PCA_1_10_std,"embedding,pca",0.194,6.00622005776319e-10,0.194,6794
2964,NL_embed_PCA_1_10_perc_4,"embedding,pca",0.194,5.591653583918362e-10,-0.194,6792
2965,WL_fBM_p3,wavelet,0.194,7.401161650642271e-10,0.194,6550
2966,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_frombefore_meanabserr_run,"model,GaussianProcess",0.194,8.06178438616706e-10,-0.194,6372
2967,NL_TSTL_GPCorrSum2_n1_05_100_20_ac_fnnmar_robfitresac1,"nonlinear,correlation,tstool,stochastic",0.194,1.4445477436661826e-09,0.194,5121
2968,SB_MotifThree_quantile_aabc,"symbolic,motifs",0.194,6.722251437043376e-10,-0.194,3698
2969,SB_MotifTwo_diff_hhh,"symbolic,motifs",0.194,5.959743898919412e-10,-0.194,3574
2970,DN_CompareKSFit_beta_relent,"distribution,ksdensity,raw",0.194,1.3709641679070279e-09,0.194,3252
2971,FC_LocalSimple_lfit3_taures,forecasting,0.194,6.669857178563501e-10,0.194,3166
2972,EN_mse_1-10_2_015_diff1_cvSampEn,"entropy,sampen,controlen,mse",0.194,6.965751722024885e-10,-0.194,2840
2973,PH_Walker_biasprop_05_01_swss5_1,"trend,stationarity",0.194,6.461228649722542e-10,-0.194,2676
2974,PH_Walker_prop_01_swss5_1,"trend,stationarity",0.194,6.336769364967466e-10,-0.194,2596
2975,FC_Surprise_T2_50_3_q_500_max,"information,symbolic",0.194,6.390826754470263e-10,0.194,2373
2976,NW_VisibilityGraph_horiz_skewnessk,"network,visibilityGraph",0.194,6.194220403405804e-10,0.194,2061
2977,NW_VisibilityGraph_horiz_iqrk,"network,visibilityGraph",0.194,6.293439974302828e-10,-0.194,2060
2978,CO_TranslateShape_circle_25_pts_std,correlation,0.194,6.294921625088012e-10,-0.194,1854
2979,DN_RemovePoints_min_05_saturate_ac1diff,"correlation,outliers",0.194,6.395070400433573e-10,-0.194,1793
2980,PH_ForcePotential_dblwell_1_05_02_ac1,dynamicalSystem,0.194,5.829736370184545e-10,0.194,1623
2981,CO_glscf_1_5_3,"correlation,glscf",0.194,6.77638211651925e-10,0.194,507
2982,CO_HistogramAMI_quantiles_5_2,"information,correlation,AMI",0.194,6.462950336826238e-10,0.194,260
2983,CO_HistogramAMI_std1_2_2,"information,correlation,AMI",0.194,5.986511874892116e-10,0.194,210
2984,AC_nl_034,"correlation,nonlinearautocorr",0.194,6.573406082376535e-10,0.194,177
2985,MF_StateSpace_n4sid_1_05_1_p2_5,model,0.193,7.008294574673716e-10,-0.193,7090
2986,MF_steps_ahead_ar_best_6_mabserr_6,"model,prediction,arfit",0.193,9.47610459783335e-10,-0.193,6876
2987,MF_steps_ahead_ar_2_6_ac1_1,"model,prediction",0.193,8.064893058727382e-10,0.193,6839
2988,MS_shannon_2t10_3_meanent,"entropy,mex",0.193,7.508314276517776e-10,-0.193,6749
2989,WL_cwt_sym2_32_stat_5_s_s,"wavelet,cwt",0.193,7.474517184041154e-10,-0.193,6468
2990,MF_GP_hyperparameters_covSEiso_covPeriodic_covNoise_1_200_first_meanS,"model,GaussianProcess",0.193,1.2522548520229291e-09,-0.193,6338
2991,PP_Compare_medianf10_swss5_2,"preprocessing,raw,stationarity",0.193,8.56178914581119e-10,-0.193,6065
2992,SD_TSTL_surrogates_mi_100_3_trev_ksiqrsfrommode,"nonlinear,tstool,correlation,surrogate",0.193,7.853388805143931e-10,0.193,5711
2993,SD_TSTL_surrogates_mi_100_3_trev_iqrsfrommedian,"nonlinear,tstool,correlation,surrogate",0.193,7.36567326146559e-10,0.193,5706
2994,NL_TSTL_dimensions_50_ac_fnnmar_co_minscalingexp,"nonlinear,tstool,scaling,dimension",0.193,1.2420021320105008e-09,0.193,5283
2995,SB_MotifThree_diffquant_bacc,"symbolic,motifs",0.193,8.365560355279827e-10,-0.193,3848
2996,SB_MotifThree_diffquant_baac,"symbolic,motifs",0.193,6.943153925901994e-10,-0.193,3842
2997,SB_MotifTwo_median_uudd,"symbolic,motifs",0.193,6.936386803146926e-10,-0.193,3650
2998,SB_MotifTwo_median_dudd,"symbolic,motifs",0.193,8.28320580518483e-10,-0.193,3642
2999,SB_MotifTwo_mean_uuu,"symbolic,motifs",0.193,6.958083195133272e-10,0.193,3604
3000,EX_MovingThreshold_1_002_meanqover,outliers,0.193,7.633282274002108e-10,-0.193,3519
3001,FC_LoopLocalSimple_mean_ac2_chn,forecasting,0.193,7.45758164387755e-10,0.193,3116
3002,CO_Embed2_tau_std_eucdm,"correlation,embedding,stationarity",0.193,6.991848614503803e-10,-0.193,1984
3003,EN_DistributionEntropy_ks__01,entropy,0.193,7.490681921403731e-10,0.193,883
3004,SY_SlidingWindow_mom3_ent2_2,stationarity,0.193,7.58802682801796e-10,-0.193,666
3005,SY_SlidingWindow_s_ent5_2,stationarity,0.193,7.588425745330977e-10,-0.193,601
3006,SY_SlidingWindow_s_ent2_1,stationarity,0.193,7.724027190852981e-10,-0.193,597
3007,first1e_acf_tau,"correlation,timescale",0.193,8.042645814280534e-10,0.193,135
3008,MF_armax_2_2_05_1_minfpe,model,0.192,9.94475393932726e-10,-0.192,7322
3009,MF_CompareTestSets_y_ar_best_uniform_25_01_1_stdrats_mean,"model,prediction,arfit,stationarity",0.192,9.767002850904022e-10,0.192,7026
3010,MF_steps_ahead_ar_best_6_mabserr_4,"model,prediction,arfit",0.192,8.428334012726378e-10,-0.192,6870
3011,MF_steps_ahead_ar_best_6_mabserr_1,"model,prediction,arfit",0.192,8.475374235004947e-10,-0.192,6861
3012,PP_Compare_medianf4_swss10_2,"preprocessing,raw,stationarity",0.192,8.786394582837889e-10,-0.192,6036
3013,PP_Compare_medianf3_swss10_2,"preprocessing,raw,stationarity",0.192,9.984858961239988e-10,-0.192,6005
3014,PP_Compare_sin2_statav10,"preprocessing,raw,stationarity",0.192,9.475207644151865e-10,0.192,5809
3015,SP_Summaries_pgram_hamm_linfitloglog_lf_a2,FourierSpectrum,0.192,9.516081347923328e-10,-0.192,4385
3016,SP_Summaries_pgram_hamm_fpoly2_r2,FourierSpectrum,0.192,8.95125008804997e-10,-0.192,4368
3017,SB_MotifThree_diffquant_acba,"symbolic,motifs",0.192,1.0230900452493142e-09,-0.192,3834
3018,ST_LocalExtrema_n100_maxmaxmed,"distribution,stationarity",0.192,9.542027359386647e-10,-0.192,3477
3019,FC_LocalSimple_median7_taures,forecasting,0.192,8.740711372191361e-10,0.192,3147
3020,FC_LocalSimple_mean4_stderr,forecasting,0.192,8.830316674544261e-10,-0.192,3080
3021,EN_Randomize_dyndist_ac3fexpa,"entropy,slow",0.192,1.0192340928427832e-09,0.192,2953
3022,PH_Walker_biasprop_01_05_swss5_1,"trend,stationarity",0.192,8.904656275463255e-10,-0.192,2696
3023,FC_Surprise_dist_20_tau_m2quad_500_min,"information,symbolic",0.192,8.689833420726427e-10,-0.192,2524
3024,NW_VisibilityGraph_horiz_maxonmedian,"network,visibilityGraph",0.192,9.739720535816943e-10,0.192,2062
3025,DN_RemovePoints_absclose_01_remove_ac3diff,"correlation,outliers",0.192,9.338157201853236e-10,-0.192,1694
3026,CO_AddNoise_ac_kraskov1_4_pdec,"correlation,AMI,entropy",0.192,8.858253266470917e-10,0.192,1316
3027,CO_AddNoise_ac_even_10_firstUnder75,"correlation,AMI,entropy",0.192,8.813706061823098e-10,-0.192,1207
3028,SY_SlidingWindow_ent_s10_10,stationarity,0.192,9.265742290105529e-10,-0.192,614
3029,CO_HistogramAMI_quantiles_2_2,"information,correlation,AMI",0.192,9.960896612369501e-10,0.192,255
3030,AC_nl_056,"correlation,nonlinearautocorr",0.192,1.021140419731459e-09,0.192,186
3031,AC_nl_055,"correlation,nonlinearautocorr",0.192,1.0242502398147855e-09,0.192,164
3032,MF_hmm_08_2_stdP,"hmm,model",0.191,1.1030374545330275e-09,0.191,7569
3033,MF_FitSubsegments_arma_2_2_uniform_25_01_p_2_mean,"model,prediction",0.191,1.1544991916559192e-09,0.191,6979
3034,PP_ModelFit_ar_2_rmserrrat_lf_02,"preprocessing,trend",0.191,1.213042135808161e-09,0.191,6824
3035,NL_TSTL_PoincareSection_max_1_stdy,"nonlinear,tstool",0.191,1.320592304896946e-09,-0.191,5481
3036,NL_TISEAN_fnn_1_10_005_stdpfnn,"nonlinear,dimension,tisean",0.191,1.4505863097873297e-09,0.191,4823
3037,SC_FluctAnal_mag_2_dfa_50_2_logi_se1,scaling,0.191,1.1198365539486166e-09,0.191,4259
3038,SC_FluctAnal_2_dfa_50_3_logi_r2_ssr,scaling,0.191,1.7501172690837637e-09,0.191,4206
3039,SC_FluctAnal_2_rsrangefit_50_1_logi_r2_linfitint,scaling,0.191,2.215616742836298e-09,0.191,4106
3040,SB_MotifTwo_median_ddud,"symbolic,motifs",0.191,1.2002068415342795e-09,-0.191,3640
3041,ST_LocalExtrema_n50_maxmaxmed,"distribution,stationarity",0.191,1.1637315230162413e-09,-0.191,3455
3042,ST_LocalExtrema_n50_zcext,"distribution,stationarity",0.191,1.1344801633105911e-09,-0.191,3450
3043,FC_LoopLocalSimple_mean_stderr_chn,forecasting,0.191,1.0848352684445985e-09,0.191,3098
3044,PH_Walker_prop_11_w_std,trend,0.191,1.2054288586701907e-09,-0.191,2640
3045,SB_TransitionpAlphabet_40_1_trcovfexp_rmse,"symbolic,transitionmat",0.191,1.1358823665978322e-09,0.191,1469
3046,SY_LocalGlobal_skewness_l100,"stationarity,distribution",0.191,1.1864859349939536e-09,0.191,819
3047,SY_LocalGlobal_iqr_l100,"stationarity,distribution",0.191,1.2211756429072916e-09,0.191,805
3048,SY_LocalGlobal_iqr_l50,"stationarity,distribution",0.191,1.1515280581373089e-09,0.191,804
3049,SY_SlidingWindow_s_s5_1,stationarity,0.191,1.1594857416055788e-09,-0.191,586
3050,IN_AutoMutualInfoStats_40_gaussian_stdami,"information,correlation,AMI",0.191,1.21454413179904e-09,0.191,310
3051,AC_nl_012,"correlation,nonlinearautocorr",0.191,1.1876396210208947e-09,0.191,172
3052,AC_nl_55,"correlation,nonlinearautocorr",0.191,1.1429197795751006e-09,0.191,158
3053,SY_PPtest_0_5_ar_t1_maxstat,unitroot,0.190,1.4014081386268777e-09,-0.190,7531
3054,MF_armax_1_1_05_1_p4_5,model,0.190,1.4052875745830125e-09,-0.190,7274
3055,MF_steps_ahead_ar_best_6_mabserr_3,"model,prediction,arfit",0.190,1.3401873314675363e-09,-0.190,6867
3056,NL_embed_PCA_1_10_nto70,"embedding,pca",0.190,1.3526225474575365e-09,-0.190,6800
3057,WL_cwt_db3_32_maxabsC,"wavelet,cwt",0.190,1.3781951844960007e-09,0.190,6420
3058,PP_Compare_rav10_swss5_1,"preprocessing,raw,stationarity",0.190,1.5860244449065153e-09,-0.190,6188
3059,SB_MotifThree_diffquant_cbac,"symbolic,motifs",0.190,1.4183994634835449e-09,-0.190,3878
3060,DN_SimpleFit_gauss2_AC1_ks,"distribution,gof,gauss2",0.190,1.4356793223424148e-09,-0.190,3210
3061,PH_Walker_biasprop_05_01_w_median,trend,0.190,1.4560993257662564e-09,0.190,2659
3062,CO_Embed2_Shapes_tau_circle_01_statav5_m,"correlation,embedding,stationarity",0.190,1.5226063777619104e-09,-0.190,2036
3063,SB_TransitionMatrix_41_maximeig,"symbolic,transitionmat",0.190,1.2636015863240297e-09,-0.190,1364
3064,NL_DVV_3_100_2_50_10_default_trend,delayVectorVariance,0.190,1.484256413388147e-09,0.190,1028
3065,SY_SlidingWindow_ent_s10_1,stationarity,0.190,1.4106313638961052e-09,-0.190,612
3066,AC_nl_023,"correlation,nonlinearautocorr",0.190,1.2793361988468237e-09,0.190,174
3067,MF_StateSpaceCompOrder_8_mindiffaic,model,0.189,1.774485577799824e-09,-0.189,7076
3068,SD_TSTL_surrogates_1_100_3_trev_normpatponmax,"nonlinear,tstool,correlation,surrogate",0.189,1.7193450859792135e-09,-0.189,5698
3069,NL_TSTL_PoincareSection_max_1_stdx,"nonlinear,tstool",0.189,1.9193654074956228e-09,-0.189,5473
3070,SB_MotifThree_quantile_bcba,"symbolic,motifs",0.189,1.843219103174022e-09,-0.189,3741
3071,FC_LocalSimple_median7_gofr2,forecasting,0.189,1.8666117407243616e-09,-0.189,3144
3072,PH_Walker_runningvar_15_50_sw_meanabsdiff,trend,0.189,1.6424424850294172e-09,-0.189,2747
3073,PH_Walker_prop_01_w_ac1,trend,0.189,1.7480151935135744e-09,0.189,2581
3074,FC_Surprise_dist_100_4_q_500_mean,"information,symbolic",0.189,1.8386512113270697e-09,0.189,2318
3075,SY_RangeEvolve_nuqp20,stationarity,0.189,1.6209106832529772e-09,0.189,2278
3076,CO_AddNoise_1_kraskov1_4_ac2,"correlation,AMI,entropy",0.189,1.8063330414843301e-09,-0.189,1300
3077,CO_AddNoise_1_even_10_meanch,"correlation,AMI,entropy",0.189,1.7879772901482448e-09,-0.189,1185
3078,ApEn1_02,entropy,0.189,1.6841891272488825e-09,-0.189,915
3079,SY_SlidingWindow_mom3_sampen10_1,stationarity,0.189,1.8128263418605404e-09,-0.189,662
3080,SY_SlidingWindow_ent_s10_2,stationarity,0.189,1.5468033596944862e-09,-0.189,613
3081,IN_AutoMutualInfoStats_diff_20_gaussian_pcrossq90,"information,correlation,AMI",0.189,1.5840661388565203e-09,-0.189,412
3082,IN_AutoMutualInfoStats_diff_20_gaussian_ami3,"information,correlation,AMI",0.189,1.9075814483988002e-09,0.189,381
3083,MF_steps_ahead_ss_best_6_rmserr_1,"model,prediction",0.188,1.997329567805704e-09,-0.188,6883
3084,NL_MS_nlpe_fnn_mi_p5_5,"nonlinear,prediction,model,slow",0.188,2.4253312664742332e-09,-0.188,6724
3085,TSTL_delaytime_01_1_stdtau,"nonlinear,correlation,tstool,tau",0.188,2.0620930206628447e-09,-0.188,5160
3086,SP_Summaries_fft_linfitloglog_all_a2,FourierSpectrum,0.188,2.073165233789e-09,-0.188,4628
3087,SP_Summaries_welch_rect_linfitloglog_all_a2,FourierSpectrum,0.188,2.2733308847899418e-09,-0.188,4504
